kind,target_rate_name,target_positive_rate,threshold,honest_oof_acc,positive_rate,changed_vs_v2_best,changed_vs_public_style,changed_vs_anchor_a7,w_a7_blend,w_groupfill,w_legacy_public,w_public,w_stepwise_balanced,w_stepwise_safe_te,w_v2
rank,anchor511,0.51134,0.4959073900841909,0.8188197400207063,0.5115735328501286,87,423,133,0.05,0.05,0.05,0.05,0.25,0.1,0.45
logit,anchor511,0.51134,0.018498438013207923,0.8188197400207063,0.5115735328501286,87,411,135,0.05,0.05,0.0,0.05,0.3,0.0,0.55
prob,anchor511,0.51134,0.5039197776346999,0.8188197400207063,0.5115735328501286,87,411,135,0.0,0.05,0.05,0.05,0.3,0.0,0.55
rank,anchor511,0.51134,0.4946328344246959,0.8188197400207063,0.5115735328501286,89,417,129,0.05,0.05,0.1,0.05,0.3,0.0,0.45
logit,anchor511,0.51134,0.01939830840625517,0.8188197400207063,0.5115735328501286,89,411,133,0.05,0.05,0.05,0.05,0.25,0.05,0.5
logit,anchor511,0.51134,0.024520018968435628,0.8188197400207063,0.5115735328501286,89,411,133,0.05,0.05,0.05,0.05,0.3,0.0,0.5
rank,anchor511,0.51134,0.494188493919551,0.8188197400207063,0.5115735328501286,89,419,129,0.0,0.05,0.1,0.05,0.3,0.0,0.5
logit,anchor511,0.51134,0.018381563630910567,0.8188197400207063,0.5115735328501286,89,411,133,0.0,0.05,0.05,0.05,0.3,0.0,0.55
prob,anchor511,0.51134,0.5091862528415747,0.8188197400207063,0.5115735328501286,91,401,137,0.05,0.05,0.0,0.1,0.25,0.05,0.5
logit,anchor511,0.51134,0.031523516148874144,0.8188197400207063,0.5115735328501286,91,395,141,0.0,0.05,0.0,0.1,0.3,0.0,0.55
rank,anchor511,0.51134,0.49575537885874654,0.8188197400207063,0.5115735328501286,93,417,133,0.05,0.1,0.1,0.05,0.3,0.0,0.4
rank,anchor511,0.51134,0.49694808231992516,0.8188197400207063,0.5115735328501286,93,405,125,0.0,0.0,0.1,0.1,0.25,0.05,0.5
rank,anchor511,0.51134,0.4958606173994387,0.8188197400207063,0.5115735328501286,93,419,133,0.0,0.1,0.05,0.05,0.3,0.0,0.5
rank,anchor511,0.51134,0.4990294667913938,0.8188197400207063,0.5115735328501286,97,383,137,0.0,0.05,0.05,0.15,0.25,0.0,0.5
logit,anchor511,0.51134,0.015536588351644405,0.8188197400207063,0.5115735328501286,97,413,141,0.0,0.05,0.0,0.05,0.3,0.05,0.55
prob,anchor511,0.51134,0.5037924937784272,0.8188197400207063,0.5115735328501286,97,413,139,0.0,0.05,0.0,0.05,0.35,0.0,0.55
rank,anchor511,0.51134,0.49722871842843785,0.8188197400207063,0.5115735328501286,99,407,131,0.0,0.0,0.1,0.1,0.25,0.1,0.45
rank,anchor511,0.51134,0.4933933582787652,0.8188197400207063,0.5115735328501286,99,419,135,0.05,0.05,0.0,0.05,0.3,0.1,0.45
prob,anchor511,0.51134,0.5124035686274719,0.8188197400207063,0.5115735328501286,99,373,137,0.05,0.0,0.05,0.15,0.25,0.0,0.5
prob,anchor511,0.51134,0.5121614748141956,0.8188197400207063,0.5115735328501286,99,373,137,0.0,0.0,0.1,0.15,0.25,0.0,0.5
logit,anchor511,0.51134,0.04411206779443874,0.8188197400207063,0.5115735328501286,101,369,147,0.0,0.05,0.05,0.15,0.25,0.0,0.5
prob,anchor511,0.51134,0.5110941797538089,0.8188197400207063,0.5115735328501286,105,373,139,0.0,0.0,0.1,0.15,0.3,0.0,0.45
rank,anchor511,0.51134,0.49304256314312445,0.8188197400207063,0.5115735328501286,105,425,141,0.0,0.0,0.05,0.05,0.45,0.0,0.45
prob,anchor511,0.51134,0.5112994683415747,0.8188197400207063,0.5115735328501286,105,375,141,0.0,0.0,0.0,0.15,0.25,0.05,0.55
logit,anchor511,0.51134,0.04609325783733373,0.8188197400207063,0.5115735328501286,107,371,141,0.05,0.0,0.1,0.15,0.25,0.05,0.4
rank,anchor511,0.51134,0.4921304957904583,0.8188197400207063,0.5115735328501286,107,429,137,0.0,0.0,0.1,0.05,0.35,0.1,0.4
prob,anchor511,0.51134,0.5103286200812788,0.8188197400207063,0.5115735328501286,109,369,153,0.0,0.05,0.0,0.15,0.25,0.05,0.5
rank,anchor511,0.51134,0.4973690364826941,0.8188197400207063,0.5115735328501286,109,363,145,0.0,0.0,0.05,0.2,0.25,0.0,0.5
prob,anchor511,0.51134,0.5027607113340378,0.8188197400207063,0.5115735328501286,109,413,145,0.0,0.1,0.0,0.05,0.35,0.0,0.5
logit,anchor511,0.51134,0.04505082881845162,0.8188197400207063,0.5115735328501286,109,373,145,0.0,0.0,0.0,0.15,0.3,0.0,0.55
prob,anchor511,0.51134,0.5104693990142993,0.8188197400207063,0.5115735328501286,111,369,145,0.05,0.05,0.1,0.15,0.3,0.0,0.35
prob,anchor511,0.51134,0.5104036052783623,0.8188197400207063,0.5115735328501286,111,369,147,0.05,0.05,0.05,0.15,0.25,0.05,0.4
rank,anchor511,0.51134,0.4986318989710009,0.8188197400207063,0.5115735328501286,113,377,149,0.05,0.1,0.0,0.15,0.25,0.05,0.4
prob,anchor511,0.51134,0.5097848629774074,0.8188197400207063,0.5115735328501286,113,367,147,0.0,0.05,0.1,0.15,0.3,0.0,0.4
rank,anchor511,0.51134,0.4987605238540692,0.8188197400207063,0.5115735328501286,113,399,147,0.0,0.15,0.0,0.1,0.3,0.0,0.45
rank,anchor511,0.51134,0.4978250701590271,0.8188197400207063,0.5115735328501286,115,399,149,0.0,0.15,0.05,0.1,0.25,0.05,0.4
prob,anchor511,0.51134,0.5093625768869647,0.8188197400207063,0.5115735328501286,115,373,149,0.0,0.05,0.05,0.15,0.25,0.1,0.4
prob,anchor511,0.51134,0.5128484132495165,0.8188197400207063,0.5115735328501286,115,349,155,0.0,0.0,0.05,0.2,0.25,0.0,0.5
prob,anchor511,0.51134,0.5048578338158712,0.8188197400207063,0.5115735328501286,117,409,149,0.05,0.1,0.0,0.05,0.35,0.05,0.4
prob,anchor511,0.51134,0.5125674318777494,0.8188197400207063,0.5115735328501286,117,347,155,0.05,0.0,0.05,0.2,0.25,0.0,0.45
prob,anchor511,0.51134,0.5120303915863114,0.8188197400207063,0.5115735328501286,117,345,159,0.0,0.0,0.0,0.2,0.25,0.0,0.55
prob,anchor511,0.51134,0.5094582533089771,0.8188197400207063,0.5115735328501286,119,373,145,0.0,0.05,0.1,0.15,0.25,0.1,0.35
rank,anchor511,0.51134,0.4991697848456501,0.8188197400207063,0.5115735328501286,119,381,149,0.0,0.15,0.05,0.15,0.25,0.05,0.35
prob,anchor511,0.51134,0.5034970238055114,0.8188197400207063,0.5115735328501286,119,411,147,0.0,0.0,0.1,0.05,0.4,0.1,0.35
logit,anchor511,0.51134,0.04944661803106094,0.8188197400207063,0.5115735328501286,119,347,157,0.05,0.0,0.05,0.2,0.25,0.0,0.45
logit,anchor511,0.51134,0.016116962894845155,0.8188197400207063,0.5115735328501286,121,409,151,0.0,0.0,0.1,0.05,0.4,0.1,0.35
prob,anchor511,0.51134,0.503349084200531,0.8188197400207063,0.5115735328501286,121,407,149,0.0,0.1,0.05,0.05,0.4,0.0,0.4
logit,anchor511,0.51134,0.03725164733085384,0.8188197400207063,0.5115735328501286,121,365,155,0.0,0.05,0.0,0.15,0.25,0.1,0.45
rank,anchor511,0.51134,0.4988774555659494,0.8188197400207063,0.5115735328501286,123,377,151,0.05,0.15,0.05,0.15,0.3,0.0,0.3
logit,anchor511,0.51134,0.031141527309517695,0.8188197400207063,0.5115735328501286,123,389,149,0.05,0.1,0.05,0.1,0.25,0.1,0.35
logit,anchor511,0.51134,0.022738495684961044,0.8188197400207063,0.5115735328501286,123,389,153,0.0,0.1,0.0,0.1,0.35,0.05,0.4
logit,anchor511,0.51134,0.03643712665143069,0.8188197400207063,0.5115735328501286,123,365,153,0.0,0.05,0.05,0.15,0.35,0.0,0.4
logit,anchor511,0.51134,0.03262206305887448,0.8188197400207063,0.5115735328501286,125,361,153,0.05,0.1,0.0,0.15,0.25,0.1,0.35
prob,anchor511,0.51134,0.5043861925370751,0.8188197400207063,0.5115735328501286,125,409,147,0.05,0.1,0.05,0.05,0.35,0.05,0.35
prob,anchor511,0.51134,0.5041171380554704,0.8188197400207063,0.5115735328501286,125,411,145,0.0,0.1,0.1,0.05,0.35,0.05,0.35
rank,anchor511,0.51134,0.4981290926099158,0.8188197400207063,0.5115735328501286,125,393,153,0.0,0.15,0.0,0.1,0.35,0.05,0.35
rank,anchor511,0.51134,0.4990060804490178,0.8188197400207063,0.5115735328501286,127,353,153,0.05,0.1,0.05,0.2,0.25,0.0,0.35
prob,anchor511,0.51134,0.506956479982624,0.8188197400207063,0.5115735328501286,127,393,153,0.05,0.1,0.0,0.1,0.3,0.1,0.35
rank,anchor511,0.51134,0.4958956969130028,0.8188197400207063,0.5115735328501286,129,395,151,0.05,0.1,0.0,0.1,0.35,0.1,0.3
logit,anchor511,0.51134,0.019236945301396316,0.8188197400207063,0.5115735328501286,129,409,161,0.05,0.0,0.05,0.05,0.45,0.1,0.3
prob,anchor511,0.51134,0.5048380690096321,0.8188197400207063,0.5115735328501286,131,411,141,0.05,0.1,0.1,0.05,0.3,0.1,0.3
prob,anchor511,0.51134,0.5039507915048848,0.8188197400207063,0.5115735328501286,131,413,145,0.05,0.1,0.1,0.05,0.35,0.05,0.3
prob,anchor511,0.51134,0.5030141492828941,0.8188197400207063,0.5115735328501286,131,407,159,0.0,0.0,0.1,0.05,0.45,0.1,0.3
logit,anchor511,0.51134,0.02854262124584534,0.8188197400207063,0.5115735328501286,131,363,159,0.0,0.05,0.05,0.15,0.35,0.05,0.35
prob,anchor511,0.51134,0.5079584846672878,0.8188197400207063,0.5115735328501286,131,363,159,0.0,0.05,0.0,0.15,0.3,0.1,0.4
prob,anchor511,0.51134,0.5053980219749774,0.8188197400207063,0.5115735328501286,133,389,147,0.0,0.1,0.1,0.1,0.3,0.1,0.3
logit,anchor511,0.51134,0.017100946397997197,0.8188197400207063,0.5115735328501286,133,413,147,0.05,0.1,0.1,0.05,0.4,0.0,0.3
logit,anchor511,0.51134,0.04785164154528249,0.8188197400207063,0.5115735328501286,133,341,159,0.05,0.05,0.0,0.2,0.3,0.0,0.4
prob,anchor511,0.51134,0.5109061991061707,0.8188197400207063,0.5115735328501286,133,345,161,0.0,0.05,0.0,0.2,0.25,0.05,0.45
logit,anchor511,0.51134,0.04421686861459474,0.8188197400207063,0.5115735328501286,133,337,171,0.0,0.0,0.0,0.2,0.3,0.0,0.5
logit,anchor511,0.51134,0.013380482059136986,0.8188197400207063,0.5115735328501286,135,407,159,0.0,0.0,0.1,0.05,0.5,0.05,0.3
logit,anchor511,0.51134,0.014812709836020205,0.8188197400207063,0.5115735328501286,135,407,151,0.0,0.1,0.05,0.05,0.35,0.1,0.35
logit,anchor511,0.51134,0.029360404532326304,0.8188197400207063,0.5115735328501286,137,359,157,0.0,0.05,0.1,0.15,0.3,0.1,0.3
logit,anchor511,0.51134,0.024706318846338005,0.8188197400207063,0.5115735328501286,137,383,155,0.05,0.1,0.0,0.1,0.35,0.1,0.3
logit,anchor511,0.51134,0.02739568862034378,0.8188197400207063,0.5115735328501286,137,385,157,0.05,0.1,0.0,0.1,0.4,0.05,0.3
rank,anchor511,0.51134,0.4994153414405987,0.8188197400207063,0.5115735328501286,137,349,165,0.0,0.15,0.05,0.2,0.25,0.0,0.35
logit,anchor511,0.51134,0.03007064179547337,0.8188197400207063,0.5115735328501286,137,361,161,0.0,0.1,0.0,0.15,0.3,0.1,0.35
prob,anchor511,0.51134,0.5044885050655956,0.8188197400207063,0.5115735328501286,137,383,157,0.0,0.1,0.0,0.1,0.35,0.1,0.35
rank,anchor511,0.51134,0.5003040224508887,0.8188197400207063,0.5115735328501286,139,357,161,0.0,0.15,0.05,0.2,0.3,0.0,0.3
rank,anchor511,0.51134,0.5007600561272216,0.8188197400207063,0.5115735328501286,139,357,165,0.0,0.15,0.0,0.2,0.3,0.0,0.35
prob,anchor511,0.51134,0.5032921703528499,0.8188197400207063,0.5115735328501286,141,411,151,0.0,0.1,0.1,0.05,0.35,0.1,0.3
rank,anchor511,0.51134,0.49374415341440603,0.8188197400207063,0.5115735328501286,141,419,165,0.0,0.0,0.1,0.05,0.55,0.0,0.3
rank,anchor511,0.51134,0.5006898971000935,0.8188197400207063,0.5115735328501286,141,355,163,0.0,0.15,0.0,0.2,0.25,0.05,0.35
prob,anchor511,0.51134,0.512027633784646,0.8188197400207063,0.5115735328501286,141,339,171,0.05,0.0,0.05,0.2,0.3,0.05,0.35
logit,anchor511,0.51134,0.04783200600473415,0.8188197400207063,0.5115735328501286,141,341,169,0.05,0.0,0.05,0.2,0.35,0.0,0.35
prob,anchor511,0.51134,0.5071570445347748,0.8188197400207063,0.5115735328501286,143,363,171,0.0,0.05,0.0,0.15,0.35,0.1,0.35
prob,anchor511,0.51134,0.5011921637525483,0.8188197400207063,0.5115735328501286,145,415,159,0.05,0.15,0.0,0.05,0.45,0.0,0.3
logit,anchor511,0.51134,0.004129267617767232,0.8188197400207063,0.5115735328501286,147,415,163,0.05,0.15,0.0,0.05,0.45,0.0,0.3
logit,anchor511,0.51134,0.04223459720950694,0.8188197400207063,0.5115735328501286,149,337,171,0.0,0.0,0.1,0.2,0.35,0.05,0.3
logit,anchor511,0.51134,0.04141412040998621,0.8188197400207063,0.5115735328501286,149,337,173,0.0,0.0,0.05,0.2,0.35,0.05,0.35
rank,anchor511,0.51134,0.4926683816651076,0.8188197400207063,0.5115735328501286,153,413,175,0.0,0.05,0.0,0.05,0.5,0.1,0.3
prob,anchor511,0.51134,0.5095478300874376,0.8188197400207063,0.5115735328501286,155,337,173,0.0,0.05,0.05,0.2,0.35,0.05,0.3
logit,anchor511,0.51134,0.04448792743803799,0.8188197400207063,0.5115735328501286,155,341,177,0.0,0.05,0.0,0.2,0.4,0.05,0.3
rank,anchor511,0.51134,0.493299812909261,0.8188197400207063,0.5115735328501286,157,415,177,0.0,0.05,0.0,0.05,0.55,0.05,0.3
rank,mid525,0.525,0.48016838166510756,0.8188197400207063,0.5251344400280571,93,397,103,0.05,0.05,0.0,0.05,0.3,0.0,0.55
prob,mid525,0.525,0.48643178087001515,0.8188197400207063,0.5251344400280571,95,395,95,0.05,0.0,0.1,0.05,0.25,0.05,0.5
prob,mid525,0.525,0.48552663353267667,0.8188197400207063,0.5251344400280571,95,395,107,0.0,0.05,0.0,0.05,0.3,0.0,0.6
prob,mid525,0.525,0.4856934653722372,0.8188197400207063,0.5251344400280571,97,393,105,0.0,0.05,0.0,0.05,0.25,0.05,0.6
rank,mid525,0.525,0.4809284377923293,0.8188197400207063,0.5251344400280571,99,381,107,0.05,0.0,0.1,0.1,0.25,0.05,0.45
rank,mid525,0.525,0.48158325537885877,0.8188197400207063,0.5251344400280571,99,375,109,0.0,0.05,0.1,0.1,0.25,0.0,0.5
rank,mid525,0.525,0.48077642656688496,0.8188197400207063,0.5251344400280571,99,381,107,0.05,0.0,0.05,0.1,0.3,0.0,0.5
prob,mid525,0.525,0.4883157921257306,0.8188197400207063,0.5251344400280571,99,377,109,0.05,0.0,0.05,0.1,0.25,0.0,0.55
rank,mid525,0.525,0.48076473339569703,0.8188197400207063,0.5251344400280571,99,377,109,0.0,0.05,0.05,0.1,0.25,0.0,0.55
prob,mid525,0.525,0.48476154529475496,0.8188197400207063,0.5251344400280571,99,395,103,0.0,0.05,0.05,0.05,0.3,0.0,0.55
prob,mid525,0.525,0.4870433056257305,0.8188197400207063,0.5251344400280571,99,375,111,0.0,0.0,0.05,0.1,0.25,0.0,0.6
rank,mid525,0.525,0.48186389148737135,0.8188197400207063,0.5251344400280571,101,379,105,0.05,0.05,0.1,0.1,0.25,0.0,0.45
rank,mid525,0.525,0.4823082319925164,0.8188197400207063,0.5251344400280571,103,379,105,0.05,0.1,0.1,0.1,0.25,0.0,0.4
rank,mid525,0.525,0.4813376987839102,0.8188197400207063,0.5251344400280571,103,385,113,0.05,0.0,0.05,0.1,0.25,0.1,0.45
prob,mid525,0.525,0.48592124591625974,0.8188197400207063,0.5251344400280571,103,393,103,0.05,0.05,0.1,0.05,0.3,0.0,0.45
prob,mid525,0.525,0.4851094929422426,0.8188197400207063,0.5251344400280571,103,393,105,0.0,0.05,0.1,0.05,0.25,0.05,0.5
logit,mid525,0.525,-0.05559754317499141,0.8188197400207063,0.5251344400280571,105,389,103,0.05,0.05,0.1,0.05,0.3,0.0,0.45
rank,mid525,0.525,0.481244153414406,0.8188197400207063,0.5251344400280571,105,383,113,0.05,0.0,0.05,0.1,0.3,0.05,0.45
rank,mid525,0.525,0.4822263797942002,0.8188197400207063,0.5251344400280571,105,377,113,0.0,0.1,0.0,0.1,0.25,0.0,0.55
prob,mid525,0.525,0.48672300920779227,0.8188197400207063,0.5251344400280571,107,391,105,0.0,0.0,0.1,0.05,0.25,0.1,0.5
prob,mid525,0.525,0.4875442938897171,0.8188197400207063,0.5251344400280571,107,373,113,0.0,0.05,0.0,0.1,0.25,0.0,0.6
prob,mid525,0.525,0.4875987468424177,0.8188197400207063,0.5251344400280571,109,397,109,0.0,0.1,0.1,0.05,0.25,0.05,0.45
prob,mid525,0.525,0.488617069810463,0.8188197400207063,0.5251344400280571,109,373,115,0.05,0.0,0.1,0.1,0.25,0.05,0.45
prob,mid525,0.525,0.48706985395394803,0.8188197400207063,0.5251344400280571,109,395,111,0.0,0.1,0.05,0.05,0.3,0.0,0.5
prob,mid525,0.525,0.4855851328977222,0.8188197400207063,0.5251344400280571,109,391,113,0.0,0.05,0.05,0.05,0.35,0.0,0.5
prob,mid525,0.525,0.4891651517096691,0.8188197400207063,0.5251344400280571,111,393,107,0.05,0.1,0.1,0.05,0.3,0.0,0.4
logit,mid525,0.525,-0.04466245043367613,0.8188197400207063,0.5251344400280571,111,369,113,0.05,0.05,0.1,0.1,0.25,0.0,0.45
rank,mid525,0.525,0.4835477081384472,0.8188197400207063,0.5251344400280571,111,359,127,0.05,0.0,0.05,0.15,0.25,0.05,0.45
prob,mid525,0.525,0.4853298906854363,0.8188197400207063,0.5251344400280571,111,391,113,0.0,0.05,0.1,0.05,0.35,0.0,0.45
logit,mid525,0.525,-0.05238387542603112,0.8188197400207063,0.5251344400280571,111,393,113,0.0,0.1,0.05,0.05,0.25,0.05,0.5
rank,mid525,0.525,0.4837581852198316,0.8188197400207063,0.5251344400280571,111,359,129,0.05,0.0,0.0,0.15,0.25,0.05,0.5
prob,mid525,0.525,0.48736790046768286,0.8188197400207063,0.5251344400280571,111,371,117,0.0,0.0,0.05,0.1,0.25,0.05,0.55
rank,mid525,0.525,0.4838634237605238,0.8188197400207063,0.5251344400280571,111,359,133,0.0,0.0,0.0,0.15,0.25,0.05,0.55
prob,mid525,0.525,0.4872256092794428,0.8188197400207063,0.5251344400280571,111,369,119,0.0,0.0,0.05,0.1,0.3,0.0,0.55
rank,mid525,0.525,0.48327876520112256,0.8188197400207063,0.5251344400280571,113,377,117,0.0,0.1,0.1,0.1,0.3,0.0,0.4
logit,mid525,0.525,-0.057146290784089115,0.8188197400207063,0.5251344400280571,113,387,109,0.0,0.05,0.1,0.05,0.25,0.1,0.45
rank,mid525,0.525,0.48366463985032737,0.8188197400207063,0.5251344400280571,113,359,125,0.0,0.0,0.1,0.15,0.25,0.05,0.45
rank,mid525,0.525,0.4837347988774556,0.8188197400207063,0.5251344400280571,113,359,123,0.0,0.0,0.1,0.15,0.3,0.0,0.45
logit,mid525,0.525,-0.06086420922157232,0.8188197400207063,0.5251344400280571,113,389,115,0.0,0.05,0.05,0.05,0.35,0.0,0.5
rank,mid525,0.525,0.48214452759588405,0.8188197400207063,0.5251344400280571,115,387,121,0.05,0.0,0.05,0.1,0.4,0.0,0.4
prob,mid525,0.525,0.485837886892149,0.8188197400207063,0.5251344400280571,115,389,115,0.0,0.05,0.05,0.05,0.3,0.1,0.45
logit,mid525,0.525,-0.05842339571486212,0.8188197400207063,0.5251344400280571,115,389,113,0.0,0.05,0.1,0.05,0.35,0.0,0.45
rank,mid525,0.525,0.48261225444340505,0.8188197400207063,0.5251344400280571,115,363,133,0.0,0.0,0.0,0.15,0.25,0.1,0.5
prob,mid525,0.525,0.48619427547473903,0.8188197400207063,0.5251344400280571,115,395,117,0.0,0.0,0.05,0.05,0.3,0.1,0.5
rank,mid525,0.525,0.48181711880261924,0.8188197400207063,0.5251344400280571,117,397,115,0.0,0.05,0.1,0.05,0.35,0.05,0.4
prob,mid525,0.525,0.4917210012518301,0.8188197400207063,0.5251344400280571,117,351,127,0.0,0.05,0.05,0.15,0.25,0.0,0.5
logit,mid525,0.525,-0.057464875105279076,0.8188197400207063,0.5251344400280571,117,393,119,0.0,0.0,0.05,0.05,0.3,0.1,0.5
logit,mid525,0.525,-0.0518512959736786,0.8188197400207063,0.5251344400280571,119,377,119,0.05,0.1,0.05,0.1,0.25,0.0,0.45
prob,mid525,0.525,0.48626532333629613,0.8188197400207063,0.5251344400280571,119,389,121,0.0,0.05,0.05,0.05,0.35,0.05,0.45
logit,mid525,0.525,-0.05199940581610609,0.8188197400207063,0.5251344400280571,119,395,121,0.05,0.0,0.05,0.05,0.4,0.0,0.45
logit,mid525,0.525,-0.05689775403219051,0.8188197400207063,0.5251344400280571,119,393,121,0.0,0.0,0.05,0.05,0.35,0.05,0.5
rank,mid525,0.525,0.48398035547240414,0.8188197400207063,0.5253682487725041,120,398,120,0.05,0.1,0.05,0.05,0.4,0.0,0.35
rank,mid525,0.525,0.4834424695977549,0.8188197400207063,0.5251344400280571,121,375,119,0.05,0.05,0.1,0.1,0.3,0.05,0.35
rank,mid525,0.525,0.4830916744621141,0.8188197400207063,0.5251344400280571,121,379,119,0.0,0.05,0.1,0.1,0.3,0.1,0.35
rank,mid525,0.525,0.4810921421889617,0.8188197400207063,0.5251344400280571,121,405,121,0.05,0.0,0.1,0.05,0.35,0.1,0.35
rank,mid525,0.525,0.4828461178671656,0.8188197400207063,0.5251344400280571,121,377,119,0.0,0.05,0.1,0.1,0.35,0.05,0.35
prob,mid525,0.525,0.48699489448033045,0.8188197400207063,0.5251344400280571,121,393,123,0.0,0.15,0.1,0.05,0.25,0.05,0.4
logit,mid525,0.525,-0.03089266505177464,0.8188197400207063,0.5251344400280571,121,347,129,0.05,0.05,0.05,0.15,0.25,0.0,0.45
rank,mid525,0.525,0.482121141253508,0.8188197400207063,0.5251344400280571,121,383,133,0.0,0.0,0.0,0.1,0.35,0.1,0.45
rank,mid525,0.525,0.48355940130963515,0.8188197400207063,0.5253682487725041,122,380,118,0.05,0.05,0.1,0.1,0.35,0.05,0.3
rank,mid525,0.525,0.4825304022450889,0.8188197400207063,0.5251344400280571,123,389,123,0.05,0.0,0.1,0.1,0.35,0.1,0.3
logit,mid525,0.525,-0.054112348383628245,0.8188197400207063,0.5251344400280571,123,389,117,0.0,0.05,0.1,0.05,0.4,0.0,0.4
rank,mid525,0.525,0.4843077642656688,0.8188197400207063,0.5251344400280571,125,397,123,0.05,0.15,0.05,0.05,0.3,0.1,0.3
rank,mid525,0.525,0.48276426566884945,0.8188197400207063,0.5251344400280571,125,363,137,0.0,0.0,0.05,0.15,0.3,0.1,0.4
logit,mid525,0.525,-0.05442612641870105,0.8188197400207063,0.5251344400280571,125,387,119,0.0,0.05,0.1,0.05,0.35,0.05,0.4
prob,mid525,0.525,0.48605783204142766,0.8188197400207063,0.5251344400280571,125,389,127,0.0,0.15,0.05,0.05,0.3,0.0,0.45
prob,mid525,0.525,0.4907787200773086,0.8188197400207063,0.5251344400280571,125,353,135,0.0,0.05,0.0,0.15,0.3,0.0,0.5
rank,mid525,0.525,0.48367633302151536,0.8188197400207063,0.5251344400280571,127,365,127,0.05,0.0,0.1,0.15,0.3,0.1,0.3
rank,mid525,0.525,0.4827759588400375,0.8188197400207063,0.5251344400280571,127,401,125,0.0,0.05,0.1,0.05,0.4,0.05,0.35
logit,mid525,0.525,-0.03906402412070311,0.8188197400207063,0.5251344400280571,127,349,139,0.0,0.05,0.0,0.15,0.3,0.0,0.5
logit,mid525,0.525,-0.0512684955538701,0.8188197400207063,0.5251344400280571,129,393,127,0.05,0.0,0.05,0.05,0.45,0.0,0.4
rank,mid525,0.525,0.4835360149672592,0.8188197400207063,0.5251344400280571,131,367,133,0.05,0.0,0.1,0.15,0.35,0.05,0.3
rank,mid525,0.525,0.48381665107577176,0.8188197400207063,0.5251344400280571,131,383,131,0.0,0.05,0.1,0.1,0.4,0.05,0.3
prob,mid525,0.525,0.48714605315172005,0.8188197400207063,0.5251344400280571,131,395,127,0.0,0.0,0.1,0.05,0.45,0.0,0.4
rank,mid525,0.525,0.4850795135640785,0.8188197400207063,0.5251344400280571,133,373,127,0.0,0.1,0.1,0.1,0.35,0.05,0.3
logit,mid525,0.525,-0.03690300752635395,0.8188197400207063,0.5251344400280571,133,371,135,0.05,0.15,0.0,0.1,0.3,0.05,0.35
logit,mid525,0.525,-0.04218499960889405,0.8188197400207063,0.5251344400280571,133,371,133,0.0,0.15,0.05,0.1,0.25,0.05,0.4
prob,mid525,0.525,0.48707044732024957,0.8188197400207063,0.5251344400280571,133,395,131,0.0,0.05,0.05,0.05,0.45,0.0,0.4
rank,mid525,0.525,0.48303320860617405,0.8188197400207063,0.5251344400280571,133,381,141,0.0,0.05,0.0,0.1,0.45,0.0,0.4
prob,mid525,0.525,0.491145928397934,0.8188197400207063,0.5251344400280571,133,353,133,0.05,0.1,0.0,0.15,0.25,0.0,0.45
logit,mid525,0.525,-0.057309549888150894,0.8188197400207063,0.5251344400280571,133,383,135,0.0,0.15,0.0,0.05,0.35,0.0,0.45
rank,mid525,0.525,0.48405051449953224,0.8188197400207063,0.5251344400280571,135,395,135,0.0,0.15,0.0,0.05,0.35,0.1,0.35
prob,mid525,0.525,0.4945211106975565,0.8188197400207063,0.5251344400280571,135,331,149,0.05,0.0,0.0,0.2,0.25,0.05,0.45
rank,mid525,0.525,0.48539522918615524,0.8188197400207063,0.5251344400280571,137,347,143,0.0,0.0,0.05,0.2,0.35,0.05,0.35
prob,mid525,0.525,0.48541898261417205,0.8188197400207063,0.5251344400280571,137,387,137,0.0,0.15,0.0,0.05,0.3,0.1,0.4
prob,mid525,0.525,0.4935601119770584,0.8188197400207063,0.5251344400280571,137,327,145,0.0,0.05,0.05,0.2,0.25,0.0,0.45
prob,mid525,0.525,0.49415775600018497,0.8188197400207063,0.5251344400280571,137,329,145,0.0,0.0,0.05,0.2,0.3,0.0,0.45
logit,mid525,0.525,-0.025099448969559318,0.8188197400207063,0.5251344400280571,137,331,149,0.0,0.0,0.0,0.2,0.25,0.05,0.5
rank,mid525,0.525,0.4841089803554724,0.8188197400207063,0.5253682487725041,138,366,146,0.0,0.0,0.05,0.15,0.45,0.0,0.35
rank,mid525,0.525,0.4889967259120674,0.8188197400207063,0.5251344400280571,139,335,147,0.0,0.15,0.0,0.2,0.25,0.0,0.4
logit,mid525,0.525,-0.058761232830266436,0.8188197400207063,0.5251344400280571,139,385,139,0.0,0.15,0.0,0.05,0.35,0.05,0.4
rank,mid525,0.525,0.48331384471468664,0.8188197400207063,0.5253682487725041,140,372,144,0.05,0.0,0.05,0.15,0.35,0.1,0.3
prob,mid525,0.525,0.4872709278718195,0.8188197400207063,0.5251344400280571,141,393,131,0.0,0.1,0.1,0.05,0.4,0.05,0.3
logit,mid525,0.525,-0.04318073750467523,0.8188197400207063,0.5251344400280571,141,369,143,0.0,0.15,0.0,0.1,0.3,0.1,0.35
rank,mid525,0.525,0.4819925163704396,0.8188197400207063,0.5251344400280571,141,405,137,0.0,0.05,0.05,0.05,0.5,0.0,0.35
